Record ID	Category	Component	Blueprint/Defaults path	Derived-ledger key	PR #66 path	PR #66 value	Current value	Authority class	Resolution state	Evidence source	Evidence type	Current blocker	Owner	RPC required	Deployment required	Downstream consumer	Recommended action	Notes
P-H04-305	PR #66 selected input	PR #66 selects the exact empty lite-signer role collection.	Defaults.liteSigners[0]	P-H04-305	contracts/config/DefaultsRobinHood.vy::Defaults.liteSigners[0]	"""[]"""	[]	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	DefaultsRobinhood source and derived-ledger synchronization	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-389	PR #66 selected input	Approved graph contains AAPL, GREEN, RIPE, sGREEN, USDG, GREEN-USDG LP, and RIPE-WETH LP.	Deployment.DP-12.launchGraph.assetCount	P-H04-389	contracts/config/DefaultsRobinHood.vy::Deployment.DP-12.launchGraph.assetCount	5	5	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	Canonical Robinhood deployment planning	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-397	PR #66 selected input	Canonical Robinhood value for Deployment.DP-15.rewards.arePointsEnabled.	Deployment.DP-15.rewards.arePointsEnabled	P-H04-397	contracts/config/DefaultsRobinHood.vy::Deployment.DP-15.rewards.arePointsEnabled	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	Canonical Robinhood deployment planning	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-398	PR #66 selected input	Canonical Robinhood value for Deployment.DP-15.rewards.ripePerBlock.	Deployment.DP-15.rewards.ripePerBlock	P-H04-398	contracts/config/DefaultsRobinHood.vy::Deployment.DP-15.rewards.ripePerBlock	"""9000000000000000"""	9000000000000000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	Canonical Robinhood deployment planning	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-409	PR #66 selected input	Canonical Robinhood value for Deployment.DP-18.roles.governance.	Deployment.DP-18.roles.governance	P-H04-409	config/BluePrint.py::Deployment.DP-18.roles.governance	"""0xe488a42D33b3Af5d3E5Cd5680938d8369716D1bf"""	"""0xe488a42D33b3Af5d3E5Cd5680938d8369716D1bf"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:GOVERNANCE:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-410	PR #66 selected input	Canonical Robinhood value for Deployment.DP-18.roles.safe.	Deployment.DP-18.roles.safe	P-H04-410	config/BluePrint.py::Deployment.DP-18.roles.safe	"""0xe488a42D33b3Af5d3E5Cd5680938d8369716D1bf"""	"""0xe488a42D33b3Af5d3E5Cd5680938d8369716D1bf"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:SAFE:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-421	PR #66 selected input	Canonical Robinhood value for Deployment.DP-20.teller.shouldPause.	Deployment.DP-20.teller.shouldPause	P-H04-421	config/BluePrint.py::Deployment.DP-20.teller.shouldPause	true	true	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	Canonical Robinhood deployment planning	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-422	PR #66 selected input	Canonical Robinhood value for Deployment.DP-21.endaoment.wethIdentity.	Deployment.DP-21.endaoment.wethIdentity	P-H04-422	config/BluePrint.py::Deployment.DP-21.endaoment.wethIdentity	"""0x0Bd7D308f8E1639FAb988df18A8011f41EAcAD73"""	"""0x0Bd7D308f8E1639FAb988df18A8011f41EAcAD73"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:WETH:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-426	PR #66 selected input	Canonical Robinhood value for Deployment.DP-22.bondBooster.maxBoostRatio.	Deployment.DP-22.bondBooster.maxBoostRatio	P-H04-426	config/BluePrint.py::Deployment.DP-22.bondBooster.maxBoostRatio	20000	20000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	Canonical Robinhood deployment planning	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-427	PR #66 selected input	Canonical Robinhood value for Deployment.DP-22.bondBooster.maxUnits.	Deployment.DP-22.bondBooster.maxUnits	P-H04-427	config/BluePrint.py::Deployment.DP-22.bondBooster.maxUnits	25000	25000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	Canonical Robinhood deployment planning	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-428	PR #66 selected input	Canonical Robinhood value for Deployment.DP-22.bondBooster.minLockDuration.	Deployment.DP-22.bondBooster.minLockDuration	P-H04-428	config/BluePrint.py::Deployment.DP-22.bondBooster.minLockDuration	1296000	1296000	current human-edited Blueprint/Defaults authority represented in derived ledger	already_accepted_current_authority	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	none	D-H04-22	no	no	Canonical Robinhood deployment planning	Preserve current authority; do not re-import PR #66	status=approved; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-429	PR #66 selected input	PR #66 selected external fact for Deployment.DP-23.external.chainlink.ethUsdFeed.	Deployment.DP-23.external.chainlink.ethUsdFeed	P-H04-429	config/BluePrint.py::Deployment.DP-23.external.chainlink.ethUsdFeed	"""0x78F3556b67E17Df817D51Ef5a990cDaF09E8d3A9"""	"""0x78F3556b67E17Df817D51Ef5a990cDaF09E8d3A9"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:CHAINLINK_ETH_USD:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-430	PR #66 selected input	PR #66 selected external fact for Deployment.DP-23.external.chainlink.btcUsdFeed.	Deployment.DP-23.external.chainlink.btcUsdFeed	P-H04-430	config/BluePrint.py::Deployment.DP-23.external.chainlink.btcUsdFeed	"""0xa2c5184bF03d373Dc9dE4876eb4Bce595B460251"""	"""0xa2c5184bF03d373Dc9dE4876eb4Bce595B460251"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:CHAINLINK_BTC_USD:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-431	PR #66 selected input	PR #66 selected external fact for Deployment.DP-23.external.chainlink.usdgUsdFeed.	Deployment.DP-23.external.chainlink.usdgUsdFeed	P-H04-431	config/BluePrint.py::Deployment.DP-23.external.chainlink.usdgUsdFeed	"""0x61B7e5650328764B076A108EFF5fa7282a1B9aD2"""	"""0x61B7e5650328764B076A108EFF5fa7282a1B9aD2"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:CHAINLINK_USDG_USD:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-432	PR #66 selected input	PR #66 selected external fact for Deployment.DP-23.external.blueChipYield.morphoV2Factory.	Deployment.DP-23.external.blueChipYield.morphoV2Factory	P-H04-432	config/BluePrint.py::Deployment.DP-23.external.blueChipYield.morphoV2Factory	"""0x0FBad98595b0186dA120E41f77C102beb49f803c"""	"""0x0FBad98595b0186dA120E41f77C102beb49f803c"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:MORPHO_V2_FACTORY:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-433	PR #66 selected input	PR #66 selected external fact for Deployment.DP-23.external.nativeEthSentinel.	Deployment.DP-23.external.nativeEthSentinel	P-H04-433	config/BluePrint.py::Deployment.DP-23.external.nativeEthSentinel	"""0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE"""	"""0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:NATIVE_ETH_SENTINEL:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-434	PR #66 selected input	PR #66 selected external fact for Deployment.DP-23.external.btcSentinel.	Deployment.DP-23.external.btcSentinel	P-H04-434	config/BluePrint.py::Deployment.DP-23.external.btcSentinel	"""0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB"""	"""0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:BTC_SENTINEL:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
P-H04-435	PR #66 selected input	PR #66 selected external fact for Deployment.DP-23.external.arbSys.	Deployment.DP-23.external.arbSys	P-H04-435	config/BluePrint.py::Deployment.DP-23.external.arbSys	"""0x0000000000000000000000000000000000000064"""	"""0x0000000000000000000000000000000000000064"""	owner-selected external fact; independent acceptance pending	selected_external_fact_unverified	PR #66 0f79b626c6ec4788ba43b3132ada9ebec6084f2a; config/robinhood-parameters.json at 5f5d22b7ee78cbb904c4fe3c6e46599c330c4353	exact Git/derived-ledger reconciliation	address:ARB_SYS:unverified	D-H04-22	yes	no	Independent external-fact verification; Canonical Robinhood deployment planning	Verify through the consolidated immutable-pin packet	status=external_fact; source commit retained for provenance; Evidence only — not configuration or deployment authority
BLK-001	External canonical fact	ARB_SYS	ARB_SYS	address:ARB_SYS:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:ARB_SYS:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-002	External canonical fact	BTC_SENTINEL	BTC_SENTINEL	address:BTC_SENTINEL:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:BTC_SENTINEL:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-003	External canonical fact	CHAINLINK_BTC_USD	CHAINLINK_BTC_USD	address:CHAINLINK_BTC_USD:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:CHAINLINK_BTC_USD:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-004	External canonical fact	CHAINLINK_ETH_USD	CHAINLINK_ETH_USD	address:CHAINLINK_ETH_USD:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:CHAINLINK_ETH_USD:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-005	External canonical fact	CHAINLINK_USDG_USD	CHAINLINK_USDG_USD	address:CHAINLINK_USDG_USD:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:CHAINLINK_USDG_USD:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-006	Deployment-produced identity	CONTRIBUTOR_TEMPLATE	CONTRIBUTOR_TEMPLATE	address:CONTRIBUTOR_TEMPLATE:unresolved	candidate recorded	candidate only; never acceptance	unresolved	Deployment-produced identity	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Deployment manifest, artifact hash, receipt, and owner binding	address:CONTRIBUTOR_TEMPLATE:unresolved	Deployment owner / H-05	no	yes	canonical launch readiness and named component	Produce during an authorized deployment; do not invent an address	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-007	External canonical fact	GOVERNANCE	GOVERNANCE	address:GOVERNANCE:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:GOVERNANCE:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-008	Deployment-produced identity	GREEN_TOKEN	GREEN_TOKEN	address:GREEN_TOKEN:unresolved	candidate recorded	candidate only; never acceptance	unresolved	Deployment-produced identity	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Deployment manifest, artifact hash, receipt, and owner binding	address:GREEN_TOKEN:unresolved	Deployment owner / H-05	no	yes	canonical launch readiness and named component	Produce during an authorized deployment; do not invent an address	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-009	Deployment-produced identity	GUARDIAN	GUARDIAN	address:GUARDIAN:unresolved	none	n/a	unresolved	Deployment-produced identity	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Deployment manifest, artifact hash, receipt, and owner binding	address:GUARDIAN:unresolved	Deployment owner / H-05	no	yes	canonical launch readiness and named component	Produce during an authorized deployment; do not invent an address	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-010	External canonical fact	MORPHO_V2_FACTORY	MORPHO_V2_FACTORY	address:MORPHO_V2_FACTORY:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:MORPHO_V2_FACTORY:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-011	External canonical fact	NATIVE_ETH_SENTINEL	NATIVE_ETH_SENTINEL	address:NATIVE_ETH_SENTINEL:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:NATIVE_ETH_SENTINEL:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-012	Deployment-produced identity	RIPE_TOKEN	RIPE_TOKEN	address:RIPE_TOKEN:unresolved	candidate recorded	candidate only; never acceptance	unresolved	Deployment-produced identity	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Deployment manifest, artifact hash, receipt, and owner binding	address:RIPE_TOKEN:unresolved	Deployment owner / H-05	no	yes	canonical launch readiness and named component	Produce during an authorized deployment; do not invent an address	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-013	External canonical fact	SAFE	SAFE	address:SAFE:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:SAFE:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-014	Deployment-produced identity	SGREEN_TOKEN	SGREEN_TOKEN	address:SGREEN_TOKEN:unresolved	candidate recorded	candidate only; never acceptance	unresolved	Deployment-produced identity	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Deployment manifest, artifact hash, receipt, and owner binding	address:SGREEN_TOKEN:unresolved	Deployment owner / H-05	no	yes	canonical launch readiness and named component	Produce during an authorized deployment; do not invent an address	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-015	External canonical fact	STEAKHOUSE_USDG_VAULT	STEAKHOUSE_USDG_VAULT	address:STEAKHOUSE_USDG_VAULT:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:STEAKHOUSE_USDG_VAULT:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-016	Deployment-produced identity	TRAINING_WHEELS	TRAINING_WHEELS	address:TRAINING_WHEELS:unresolved	candidate recorded	candidate only; never acceptance	unresolved	Deployment-produced identity	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Deployment manifest, artifact hash, receipt, and owner binding	address:TRAINING_WHEELS:unresolved	Deployment owner / H-05	no	yes	canonical launch readiness and named component	Produce during an authorized deployment; do not invent an address	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-017	External canonical fact	USDG	USDG	address:USDG:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:USDG:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-018	External canonical fact	WETH	WETH	address:WETH:unverified	candidate recorded	candidate only; never acceptance	unverified	External canonical fact	selected_external_fact_unverified	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable-pin observation and owner binding	address:WETH:unverified	H-09 fork owner / SecOps	yes	no	canonical launch readiness and named component	Authorize the consolidated read-only RPC packet; then bind the observed value	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-019	Fork/testnet input	Deployment.DP-04.ledger.actionBlockSourceBinding	Deployment.DP-04.ledger.actionBlockSourceBinding	input:Deployment.DP-04.ledger.actionBlockSourceBinding:unresolved	none	n/a	unresolved	Fork/testnet input	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Accepted immutable child/L1 clock and endpoint packet	input:Deployment.DP-04.ledger.actionBlockSourceBinding:unresolved	H-09 fork owner	yes	no	canonical launch readiness and named component	Select the proposed immutable pin or another exact pin, then authorize the consolidated RPC packet	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-020	Product/configuration value	Deployment.DP-08.psm.allowlists	Deployment.DP-08.psm.allowlists	input:Deployment.DP-08.psm.allowlists:unresolved	none	n/a	unresolved	Product/configuration value	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Owner-approved PSM parameters; reserve-custody and allowlist binding where applicable	input:Deployment.DP-08.psm.allowlists:unresolved	PSM owner / SecOps	no	no	canonical launch readiness and named component	Obtain the exact owner decision/evidence packet and regenerate the canonical ledger	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-021	Product/configuration value	Deployment.DP-08.psm.maxMintPerInterval	Deployment.DP-08.psm.maxMintPerInterval	input:Deployment.DP-08.psm.maxMintPerInterval:unresolved	none	n/a	unresolved	Product/configuration value	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Owner-approved PSM parameters; reserve-custody and allowlist binding where applicable	input:Deployment.DP-08.psm.maxMintPerInterval:unresolved	PSM owner / SecOps	no	no	canonical launch readiness and named component	Obtain the exact owner decision/evidence packet and regenerate the canonical ledger	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-022	Product/configuration value	Deployment.DP-08.psm.maxRedeemPerInterval	Deployment.DP-08.psm.maxRedeemPerInterval	input:Deployment.DP-08.psm.maxRedeemPerInterval:unresolved	none	n/a	unresolved	Product/configuration value	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Owner-approved PSM parameters; reserve-custody and allowlist binding where applicable	input:Deployment.DP-08.psm.maxRedeemPerInterval:unresolved	PSM owner / SecOps	no	no	canonical launch readiness and named component	Obtain the exact owner decision/evidence packet and regenerate the canonical ledger	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-023	Product/configuration value	Deployment.DP-08.psm.mintFee	Deployment.DP-08.psm.mintFee	input:Deployment.DP-08.psm.mintFee:unresolved	none	n/a	unresolved	Product/configuration value	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Owner-approved PSM parameters; reserve-custody and allowlist binding where applicable	input:Deployment.DP-08.psm.mintFee:unresolved	PSM owner / SecOps	no	no	canonical launch readiness and named component	Obtain the exact owner decision/evidence packet and regenerate the canonical ledger	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-024	Product/configuration value	Deployment.DP-08.psm.numBlocksPerInterval	Deployment.DP-08.psm.numBlocksPerInterval	input:Deployment.DP-08.psm.numBlocksPerInterval:unresolved	none	n/a	unresolved	Product/configuration value	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Owner-approved PSM parameters; reserve-custody and allowlist binding where applicable	input:Deployment.DP-08.psm.numBlocksPerInterval:unresolved	PSM owner / SecOps	no	no	canonical launch readiness and named component	Obtain the exact owner decision/evidence packet and regenerate the canonical ledger	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-025	Product/configuration value	Deployment.DP-08.psm.redeemFee	Deployment.DP-08.psm.redeemFee	input:Deployment.DP-08.psm.redeemFee:unresolved	none	n/a	unresolved	Product/configuration value	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Owner-approved PSM parameters; reserve-custody and allowlist binding where applicable	input:Deployment.DP-08.psm.redeemFee:unresolved	PSM owner / SecOps	no	no	canonical launch readiness and named component	Obtain the exact owner decision/evidence packet and regenerate the canonical ledger	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
BLK-026	Product/configuration value	Deployment.DP-08.psm.reserveFunding	Deployment.DP-08.psm.reserveFunding	input:Deployment.DP-08.psm.reserveFunding:unresolved	none	n/a	unresolved	Product/configuration value	deployment_produced_unresolved	scripts/params/generate_robinhood_defaults.py --check at exact baseline	Owner-approved PSM parameters; reserve-custody and allowlist binding where applicable	input:Deployment.DP-08.psm.reserveFunding:unresolved	PSM owner / SecOps	no	no	canonical launch readiness and named component	Obtain the exact owner decision/evidence packet and regenerate the canonical ledger	Mapped exactly once in the dedicated blocker corpus; Evidence only — not configuration or deployment authority
